timestamp,intersection_id,intersection_name,event_type,response_time_min,response_time_with_preemption_min,congestion_at_event,vehicles_cleared
2025-01-26 09:29:00,INT-07,Business Bay - Marasi Dr,ambulance,10.3,8.7,0.47,19
2025-01-26 19:05:00,INT-13,DIP - Al Asayel St,ambulance,15.6,11.7,0.37,16
2025-01-27 00:02:00,INT-09,Al Quoz Industrial,ambulance,10.5,7.1,0.22,12
2025-01-27 09:07:00,INT-03,Al Maktoum Bridge,ambulance,12.5,9.4,0.48,17
2025-01-27 18:21:00,INT-01,Al Rigga - Salahuddin,ambulance,8.1,5.6,0.86,7
2025-01-27 08:50:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,8.5,6.0,0.43,22
2025-01-27 18:07:00,INT-11,Palm Jumeirah Tunnel,police,6.7,2.9,0.35,12
2025-01-27 16:41:00,INT-06,DIFC - Gate Avenue,ambulance,10.5,8.6,0.82,19
2025-01-27 17:22:00,INT-14,Academic City Roundabout,fire_truck,11.3,8.9,0.25,20
2025-01-28 13:19:00,INT-11,Palm Jumeirah Tunnel,ambulance,11.1,7.9,0.81,12
2025-01-28 08:57:00,INT-16,Dubai Airport - Terminal 3,ambulance,8.1,6.1,0.4,6
2025-01-28 20:20:00,INT-09,Al Quoz Industrial,ambulance,10.9,9.4,0.51,8
2025-01-29 12:02:00,INT-01,Al Rigga - Salahuddin,police,10.1,8.1,0.51,19
2025-01-29 18:14:00,INT-02,Deira City Centre,fire_truck,12.2,8.6,0.84,13
2025-01-29 19:49:00,INT-16,Dubai Airport - Terminal 3,ambulance,9.0,7.0,0.54,15
2025-01-29 20:42:00,INT-02,Deira City Centre,ambulance,8.1,5.3,0.9,15
2025-01-29 18:38:00,INT-07,Business Bay - Marasi Dr,ambulance,12.5,9.3,0.37,13
2025-01-30 16:43:00,INT-07,Business Bay - Marasi Dr,ambulance,10.3,8.5,0.8,21
2025-01-30 10:38:00,INT-16,Dubai Airport - Terminal 3,fire_truck,12.2,9.0,0.86,10
2025-01-30 08:02:00,INT-14,Academic City Roundabout,ambulance,10.1,7.8,0.56,19
2025-01-30 08:37:00,INT-02,Deira City Centre,fire_truck,11.0,8.0,0.74,17
2025-01-30 07:00:00,INT-10,Jumeirah Beach Rd,ambulance,8.1,6.0,0.47,26
2025-01-31 19:22:00,INT-16,Dubai Airport - Terminal 3,ambulance,9.0,5.8,0.62,17
2025-01-31 11:42:00,INT-13,DIP - Al Asayel St,ambulance,8.6,5.0,0.41,24
2025-01-31 11:16:00,INT-12,Marina Walk - JBR,ambulance,9.9,7.1,0.24,13
2025-01-31 07:32:00,INT-03,Al Maktoum Bridge,fire_truck,10.4,7.3,0.62,25
2025-01-31 08:53:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,10.3,8.0,0.38,22
2025-02-01 07:46:00,INT-03,Al Maktoum Bridge,ambulance,9.3,6.3,0.21,25
2025-02-01 20:44:00,INT-08,Dubai Mall Junction,fire_truck,13.1,10.9,0.34,6
2025-02-01 20:11:00,INT-12,Marina Walk - JBR,fire_truck,11.8,7.9,0.38,17
2025-02-02 22:37:00,INT-14,Academic City Roundabout,fire_truck,11.5,8.7,0.51,17
2025-02-02 17:33:00,INT-10,Jumeirah Beach Rd,police,17.1,14.3,0.53,23
2025-02-02 20:54:00,INT-11,Palm Jumeirah Tunnel,police,7.4,5.2,0.49,15
2025-02-02 11:40:00,INT-11,Palm Jumeirah Tunnel,police,13.8,9.9,0.53,12
2025-02-02 21:55:00,INT-14,Academic City Roundabout,police,8.3,5.6,0.33,23
2025-02-02 11:29:00,INT-06,DIFC - Gate Avenue,police,7.6,4.7,0.65,29
2025-02-02 16:06:00,INT-13,DIP - Al Asayel St,fire_truck,11.2,8.8,0.49,20
2025-02-03 20:24:00,INT-08,Dubai Mall Junction,police,6.5,3.5,0.56,25
2025-02-03 22:02:00,INT-13,DIP - Al Asayel St,police,14.8,11.0,0.26,16
2025-02-03 16:39:00,INT-12,Marina Walk - JBR,ambulance,13.2,9.7,0.21,12
2025-02-03 16:13:00,INT-14,Academic City Roundabout,ambulance,8.4,5.1,0.56,26
2025-02-03 08:14:00,INT-14,Academic City Roundabout,fire_truck,14.6,11.4,0.41,13
2025-02-04 18:13:00,INT-03,Al Maktoum Bridge,police,18.3,14.6,0.87,29
2025-02-04 19:57:00,INT-14,Academic City Roundabout,fire_truck,10.0,7.9,0.76,6
2025-02-04 13:26:00,INT-09,Al Quoz Industrial,ambulance,13.4,10.5,0.88,9
2025-02-04 20:02:00,INT-02,Deira City Centre,fire_truck,11.9,8.2,0.27,5
2025-02-04 12:33:00,INT-15,Hessa Street - Al Barsha,police,6.5,4.2,0.44,26
2025-02-04 20:45:00,INT-11,Palm Jumeirah Tunnel,ambulance,24.5,22.3,0.61,27
2025-02-04 13:24:00,INT-02,Deira City Centre,ambulance,11.3,9.2,0.59,5
2025-02-04 13:13:00,INT-12,Marina Walk - JBR,fire_truck,14.4,10.9,0.51,24
2025-02-05 18:36:00,INT-06,DIFC - Gate Avenue,fire_truck,10.7,7.5,0.77,5
2025-02-05 05:34:00,INT-09,Al Quoz Industrial,police,11.6,9.4,0.74,24
2025-02-05 20:44:00,INT-12,Marina Walk - JBR,fire_truck,17.5,13.9,0.65,27
2025-02-05 13:22:00,INT-10,Jumeirah Beach Rd,police,6.4,3.1,0.48,7
2025-02-05 07:11:00,INT-04,Bur Dubai - Khalid Bin Waleed,police,6.2,2.8,0.56,11
2025-02-05 12:14:00,INT-01,Al Rigga - Salahuddin,fire_truck,11.6,9.1,0.61,15
2025-02-05 19:33:00,INT-07,Business Bay - Marasi Dr,police,6.7,2.9,0.87,16
2025-02-05 07:45:00,INT-11,Palm Jumeirah Tunnel,ambulance,10.6,7.4,0.53,22
2025-02-06 20:50:00,INT-08,Dubai Mall Junction,fire_truck,10.8,9.0,0.5,21
2025-02-06 19:14:00,INT-08,Dubai Mall Junction,fire_truck,11.5,8.4,0.89,16
2025-02-06 08:05:00,INT-08,Dubai Mall Junction,ambulance,10.2,7.1,0.26,29
2025-02-06 08:36:00,INT-10,Jumeirah Beach Rd,ambulance,14.1,10.5,0.25,29
2025-02-06 21:23:00,INT-07,Business Bay - Marasi Dr,ambulance,10.3,6.6,0.28,11
2025-02-06 10:15:00,INT-02,Deira City Centre,police,9.3,6.9,0.72,20
2025-02-06 08:33:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,11.3,7.8,0.28,10
2025-02-07 11:18:00,INT-07,Business Bay - Marasi Dr,ambulance,8.4,5.2,0.28,12
2025-02-07 21:28:00,INT-09,Al Quoz Industrial,fire_truck,10.3,8.6,0.43,23
2025-02-07 18:00:00,INT-07,Business Bay - Marasi Dr,police,9.7,5.8,0.78,25
2025-02-07 13:54:00,INT-05,Sheikh Zayed Rd - Interchange 1,fire_truck,10.8,8.5,0.62,18
2025-02-07 18:22:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,8.8,6.7,0.76,15
2025-02-07 13:54:00,INT-08,Dubai Mall Junction,ambulance,9.2,5.2,0.87,6
2025-02-07 17:44:00,INT-13,DIP - Al Asayel St,fire_truck,11.4,7.9,0.34,18
2025-02-08 12:41:00,INT-13,DIP - Al Asayel St,fire_truck,10.4,6.8,0.65,12
2025-02-08 19:49:00,INT-09,Al Quoz Industrial,ambulance,9.1,5.5,0.61,28
2025-02-08 08:51:00,INT-08,Dubai Mall Junction,ambulance,8.4,5.1,0.67,7
2025-02-08 12:23:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,7.4,3.9,0.48,27
2025-02-08 07:00:00,INT-10,Jumeirah Beach Rd,police,10.4,8.8,0.58,21
2025-02-08 13:40:00,INT-14,Academic City Roundabout,police,8.7,5.8,0.28,22
2025-02-08 20:57:00,INT-16,Dubai Airport - Terminal 3,ambulance,10.0,7.1,0.37,14
2025-02-09 20:12:00,INT-14,Academic City Roundabout,fire_truck,15.1,13.4,0.64,21
2025-02-09 15:21:00,INT-03,Al Maktoum Bridge,ambulance,14.4,11.2,0.33,24
2025-02-09 20:27:00,INT-06,DIFC - Gate Avenue,ambulance,8.6,6.4,0.27,13
2025-02-09 04:54:00,INT-07,Business Bay - Marasi Dr,ambulance,10.1,8.2,0.88,7
2025-02-09 19:46:00,INT-13,DIP - Al Asayel St,ambulance,8.3,5.8,0.69,14
2025-02-09 14:49:00,INT-16,Dubai Airport - Terminal 3,ambulance,8.0,4.1,0.34,8
2025-02-10 06:40:00,INT-08,Dubai Mall Junction,police,9.5,7.1,0.48,20
2025-02-10 16:13:00,INT-15,Hessa Street - Al Barsha,police,7.4,5.5,0.44,23
2025-02-10 17:04:00,INT-16,Dubai Airport - Terminal 3,ambulance,8.2,4.9,0.2,25
2025-02-10 18:20:00,INT-06,DIFC - Gate Avenue,fire_truck,10.5,8.9,0.62,22
2025-02-10 16:17:00,INT-10,Jumeirah Beach Rd,ambulance,9.6,7.6,0.9,23
2025-02-10 12:21:00,INT-13,DIP - Al Asayel St,fire_truck,11.3,8.2,0.67,24
2025-02-11 01:46:00,INT-09,Al Quoz Industrial,police,7.0,3.9,0.86,5
2025-02-11 08:15:00,INT-11,Palm Jumeirah Tunnel,ambulance,11.4,7.5,0.58,10
2025-02-11 12:45:00,INT-03,Al Maktoum Bridge,police,6.3,3.9,0.22,22
2025-02-11 06:46:00,INT-10,Jumeirah Beach Rd,fire_truck,15.0,11.4,0.62,11
2025-02-12 15:36:00,INT-08,Dubai Mall Junction,fire_truck,12.1,8.8,0.33,10
2025-02-12 06:49:00,INT-06,DIFC - Gate Avenue,fire_truck,10.4,7.7,0.26,20
2025-02-12 18:35:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,8.5,5.0,0.73,25
2025-02-12 14:21:00,INT-11,Palm Jumeirah Tunnel,police,6.7,4.5,0.89,28
2025-02-12 08:08:00,INT-10,Jumeirah Beach Rd,ambulance,8.3,5.4,0.42,21
2025-02-13 10:36:00,INT-08,Dubai Mall Junction,fire_truck,10.2,8.0,0.42,28
2025-02-13 21:35:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,12.3,10.3,0.33,20
2025-02-13 19:28:00,INT-16,Dubai Airport - Terminal 3,fire_truck,15.8,13.8,0.71,20
2025-02-13 09:54:00,INT-04,Bur Dubai - Khalid Bin Waleed,police,7.6,5.8,0.58,28
2025-02-13 12:51:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,9.6,6.0,0.71,29
2025-02-13 12:17:00,INT-10,Jumeirah Beach Rd,police,7.1,4.3,0.68,5
2025-02-13 21:50:00,INT-13,DIP - Al Asayel St,police,6.1,4.0,0.29,24
2025-02-13 16:05:00,INT-09,Al Quoz Industrial,ambulance,9.9,7.9,0.74,8
2025-02-14 13:20:00,INT-09,Al Quoz Industrial,police,8.6,5.3,0.24,14
2025-02-14 08:42:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,10.3,7.6,0.48,15
2025-02-14 19:09:00,INT-11,Palm Jumeirah Tunnel,ambulance,8.8,6.9,0.54,7
2025-02-14 11:07:00,INT-03,Al Maktoum Bridge,police,12.3,8.9,0.89,10
2025-02-14 19:51:00,INT-16,Dubai Airport - Terminal 3,ambulance,9.2,5.7,0.68,20
2025-02-14 23:51:00,INT-05,Sheikh Zayed Rd - Interchange 1,fire_truck,10.3,6.8,0.7,22
2025-02-15 20:19:00,INT-03,Al Maktoum Bridge,fire_truck,13.7,10.0,0.87,11
2025-02-15 08:17:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,9.8,7.0,0.71,26
2025-02-15 22:58:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,9.2,7.4,0.32,18
2025-02-15 18:21:00,INT-08,Dubai Mall Junction,ambulance,9.0,6.8,0.75,14
2025-02-15 07:46:00,INT-13,DIP - Al Asayel St,police,6.2,4.4,0.51,14
2025-02-16 11:38:00,INT-16,Dubai Airport - Terminal 3,ambulance,10.0,7.9,0.75,28
2025-02-16 21:31:00,INT-12,Marina Walk - JBR,police,6.5,3.2,0.37,16
2025-02-16 16:06:00,INT-12,Marina Walk - JBR,ambulance,12.2,8.3,0.33,19
2025-02-17 13:39:00,INT-01,Al Rigga - Salahuddin,fire_truck,12.8,9.3,0.79,7
2025-02-17 22:04:00,INT-16,Dubai Airport - Terminal 3,ambulance,9.0,5.3,0.64,7
2025-02-17 09:28:00,INT-09,Al Quoz Industrial,police,10.0,6.9,0.39,20
2025-02-17 05:31:00,INT-12,Marina Walk - JBR,ambulance,10.3,8.4,0.62,8
2025-02-17 17:15:00,INT-14,Academic City Roundabout,fire_truck,10.9,7.2,0.83,7
2025-02-17 14:23:00,INT-13,DIP - Al Asayel St,ambulance,9.0,5.9,0.3,8
2025-02-17 20:24:00,INT-02,Deira City Centre,police,7.3,3.9,0.68,18
2025-02-17 10:25:00,INT-13,DIP - Al Asayel St,fire_truck,10.2,7.4,0.57,28
2025-02-18 07:46:00,INT-14,Academic City Roundabout,ambulance,9.6,6.9,0.22,26
2025-02-18 20:41:00,INT-04,Bur Dubai - Khalid Bin Waleed,fire_truck,11.9,8.5,0.22,28
2025-02-18 13:20:00,INT-02,Deira City Centre,police,8.8,6.5,0.49,22
2025-02-18 14:23:00,INT-15,Hessa Street - Al Barsha,ambulance,11.7,8.5,0.46,20
2025-02-19 06:23:00,INT-06,DIFC - Gate Avenue,ambulance,10.9,8.9,0.88,27
2025-02-19 17:26:00,INT-11,Palm Jumeirah Tunnel,fire_truck,10.2,7.7,0.33,8
